Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size,FreezeQty
MCX,mcx_fo,GOLD,243252,OPTFUT,CE,54100,GOLD23MAY54100CE,GOLD23MAY54100CE,GOLD 25MAY23 54100 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243253,OPTFUT,PE,54100,GOLD23MAY54100PE,GOLD23MAY54100PE,GOLD 25MAY23 54100 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243254,OPTFUT,CE,54200,GOLD23MAY54200CE,GOLD23MAY54200CE,GOLD 25MAY23 54200 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243255,OPTFUT,PE,54200,GOLD23MAY54200PE,GOLD23MAY54200PE,GOLD 25MAY23 54200 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243258,OPTFUT,CE,54300,GOLD23MAY54300CE,GOLD23MAY54300CE,GOLD 25MAY23 54300 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243259,OPTFUT,PE,54300,GOLD23MAY54300PE,GOLD23MAY54300PE,GOLD 25MAY23 54300 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243260,OPTFUT,CE,54400,GOLD23MAY54400CE,GOLD23MAY54400CE,GOLD 25MAY23 54400 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243261,OPTFUT,PE,54400,GOLD23MAY54400PE,GOLD23MAY54400PE,GOLD 25MAY23 54400 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243262,OPTFUT,CE,54500,GOLD23MAY54500CE,GOLD23MAY54500CE,GOLD 25MAY23 54500 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243263,OPTFUT,PE,54500,GOLD23MAY54500PE,GOLD23MAY54500PE,GOLD 25MAY23 54500 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243264,OPTFUT,CE,54600,GOLD23MAY54600CE,GOLD23MAY54600CE,GOLD 25MAY23 54600 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243265,OPTFUT,PE,54600,GOLD23MAY54600PE,GOLD23MAY54600PE,GOLD 25MAY23 54600 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243266,OPTFUT,CE,54700,GOLD23MAY54700CE,GOLD23MAY54700CE,GOLD 25MAY23 54700 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243267,OPTFUT,PE,54700,GOLD23MAY54700PE,GOLD23MAY54700PE,GOLD 25MAY23 54700 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243268,OPTFUT,CE,54800,GOLD23MAY54800CE,GOLD23MAY54800CE,GOLD 25MAY23 54800 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,243269,OPTFUT,PE,54800,GOLD23MAY54800PE,GOLD23MAY54800PE,GOLD 25MAY23 54800 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244119,OPTFUT,CE,54900,GOLD23MAY54900CE,GOLD23MAY54900CE,GOLD 25MAY23 54900 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244120,OPTFUT,PE,54900,GOLD23MAY54900PE,GOLD23MAY54900PE,GOLD 25MAY23 54900 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244121,OPTFUT,CE,55000,GOLD23MAY55000CE,GOLD23MAY55000CE,GOLD 25MAY23 55000 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244122,OPTFUT,PE,55000,GOLD23MAY55000PE,GOLD23MAY55000PE,GOLD 25MAY23 55000 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244123,OPTFUT,CE,55100,GOLD23MAY55100CE,GOLD23MAY55100CE,GOLD 25MAY23 55100 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244124,OPTFUT,PE,55100,GOLD23MAY55100PE,GOLD23MAY55100PE,GOLD 25MAY23 55100 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244125,OPTFUT,CE,55200,GOLD23MAY55200CE,GOLD23MAY55200CE,GOLD 25MAY23 55200 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244126,OPTFUT,PE,55200,GOLD23MAY55200PE,GOLD23MAY55200PE,GOLD 25MAY23 55200 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244127,OPTFUT,CE,55300,GOLD23MAY55300CE,GOLD23MAY55300CE,GOLD 25MAY23 55300 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244128,OPTFUT,PE,55300,GOLD23MAY55300PE,GOLD23MAY55300PE,GOLD 25MAY23 55300 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244129,OPTFUT,CE,55400,GOLD23MAY55400CE,GOLD23MAY55400CE,GOLD 25MAY23 55400 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244130,OPTFUT,PE,55400,GOLD23MAY55400PE,GOLD23MAY55400PE,GOLD 25MAY23 55400 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244131,OPTFUT,CE,55500,GOLD23MAY55500CE,GOLD23MAY55500CE,GOLD 25MAY23 55500 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244132,OPTFUT,PE,55500,GOLD23MAY55500PE,GOLD23MAY55500PE,GOLD 25MAY23 55500 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244133,OPTFUT,CE,55600,GOLD23MAY55600CE,GOLD23MAY55600CE,GOLD 25MAY23 55600 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244134,OPTFUT,PE,55600,GOLD23MAY55600PE,GOLD23MAY55600PE,GOLD 25MAY23 55600 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244181,OPTFUT,CE,55700,GOLD23MAY55700CE,GOLD23MAY55700CE,GOLD 25MAY23 55700 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244182,OPTFUT,PE,55700,GOLD23MAY55700PE,GOLD23MAY55700PE,GOLD 25MAY23 55700 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244183,OPTFUT,CE,55800,GOLD23MAY55800CE,GOLD23MAY55800CE,GOLD 25MAY23 55800 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244184,OPTFUT,PE,55800,GOLD23MAY55800PE,GOLD23MAY55800PE,GOLD 25MAY23 55800 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244185,OPTFUT,CE,55900,GOLD23MAY55900CE,GOLD23MAY55900CE,GOLD 25MAY23 55900 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244186,OPTFUT,PE,55900,GOLD23MAY55900PE,GOLD23MAY55900PE,GOLD 25MAY23 55900 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244187,OPTFUT,CE,56000,GOLD23MAY56000CE,GOLD23MAY56000CE,GOLD 25MAY23 56000 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244188,OPTFUT,PE,56000,GOLD23MAY56000PE,GOLD23MAY56000PE,GOLD 25MAY23 56000 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244189,OPTFUT,CE,56100,GOLD23MAY56100CE,GOLD23MAY56100CE,GOLD 25MAY23 56100 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244190,OPTFUT,PE,56100,GOLD23MAY56100PE,GOLD23MAY56100PE,GOLD 25MAY23 56100 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244191,OPTFUT,CE,56200,GOLD23MAY56200CE,GOLD23MAY56200CE,GOLD 25MAY23 56200 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244192,OPTFUT,PE,56200,GOLD23MAY56200PE,GOLD23MAY56200PE,GOLD 25MAY23 56200 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244193,OPTFUT,CE,56300,GOLD23MAY56300CE,GOLD23MAY56300CE,GOLD 25MAY23 56300 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244194,OPTFUT,PE,56300,GOLD23MAY56300PE,GOLD23MAY56300PE,GOLD 25MAY23 56300 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244195,OPTFUT,CE,56400,GOLD23MAY56400CE,GOLD23MAY56400CE,GOLD 25MAY23 56400 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,244196,OPTFUT,PE,56400,GOLD23MAY56400PE,GOLD23MAY56400PE,GOLD 25MAY23 56400 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,248038,OPTFUT,CE,56500,GOLD23MAY56500CE,GOLD23MAY56500CE,GOLD 25MAY23 56500 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,248039,OPTFUT,PE,56500,GOLD23MAY56500PE,GOLD23MAY56500PE,GOLD 25MAY23 56500 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,248040,OPTFUT,CE,56600,GOLD23MAY56600CE,GOLD23MAY56600CE,GOLD 25MAY23 56600 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,248041,OPTFUT,PE,56600,GOLD23MAY56600PE,GOLD23MAY56600PE,GOLD 25MAY23 56600 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,249491,OPTFUT,CE,56700,GOLD23MAY56700CE,GOLD23MAY56700CE,GOLD 25MAY23 56700 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,249492,OPTFUT,PE,56700,GOLD23MAY56700PE,GOLD23MAY56700PE,GOLD 25MAY23 56700 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,249645,OPTFUT,CE,56800,GOLD23MAY56800CE,GOLD23MAY56800CE,GOLD 25MAY23 56800 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,249646,OPTFUT,PE,56800,GOLD23MAY56800PE,GOLD23MAY56800PE,GOLD 25MAY23 56800 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,249647,OPTFUT,CE,56900,GOLD23MAY56900CE,GOLD23MAY56900CE,GOLD 25MAY23 56900 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,249648,OPTFUT,PE,56900,GOLD23MAY56900PE,GOLD23MAY56900PE,GOLD 25MAY23 56900 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,249649,OPTFUT,CE,57000,GOLD23MAY57000CE,GOLD23MAY57000CE,GOLD 25MAY23 57000 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,249650,OPTFUT,PE,57000,GOLD23MAY57000PE,GOLD23MAY57000PE,GOLD 25MAY23 57000 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,249651,OPTFUT,CE,57100,GOLD23MAY57100CE,GOLD23MAY57100CE,GOLD 25MAY23 57100 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,249652,OPTFUT,PE,57100,GOLD23MAY57100PE,GOLD23MAY57100PE,GOLD 25MAY23 57100 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250158,OPTFUT,CE,57200,GOLD23MAY57200CE,GOLD23MAY57200CE,GOLD 25MAY23 57200 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250159,OPTFUT,PE,57200,GOLD23MAY57200PE,GOLD23MAY57200PE,GOLD 25MAY23 57200 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250160,OPTFUT,CE,57300,GOLD23MAY57300CE,GOLD23MAY57300CE,GOLD 25MAY23 57300 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250161,OPTFUT,PE,57300,GOLD23MAY57300PE,GOLD23MAY57300PE,GOLD 25MAY23 57300 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250162,OPTFUT,CE,57400,GOLD23MAY57400CE,GOLD23MAY57400CE,GOLD 25MAY23 57400 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250163,OPTFUT,PE,57400,GOLD23MAY57400PE,GOLD23MAY57400PE,GOLD 25MAY23 57400 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250164,OPTFUT,CE,57500,GOLD23MAY57500CE,GOLD23MAY57500CE,GOLD 25MAY23 57500 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250165,OPTFUT,PE,57500,GOLD23MAY57500PE,GOLD23MAY57500PE,GOLD 25MAY23 57500 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250166,OPTFUT,CE,57600,GOLD23MAY57600CE,GOLD23MAY57600CE,GOLD 25MAY23 57600 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250167,OPTFUT,PE,57600,GOLD23MAY57600PE,GOLD23MAY57600PE,GOLD 25MAY23 57600 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250168,OPTFUT,CE,57700,GOLD23MAY57700CE,GOLD23MAY57700CE,GOLD 25MAY23 57700 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250169,OPTFUT,PE,57700,GOLD23MAY57700PE,GOLD23MAY57700PE,GOLD 25MAY23 57700 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250795,OPTFUT,CE,57800,GOLD23MAY57800CE,GOLD23MAY57800CE,GOLD 25MAY23 57800 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250796,OPTFUT,PE,57800,GOLD23MAY57800PE,GOLD23MAY57800PE,GOLD 25MAY23 57800 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250797,OPTFUT,CE,57900,GOLD23MAY57900CE,GOLD23MAY57900CE,GOLD 25MAY23 57900 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,250798,OPTFUT,PE,57900,GOLD23MAY57900PE,GOLD23MAY57900PE,GOLD 25MAY23 57900 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,251368,OPTFUT,CE,58000,GOLD23MAY58000CE,GOLD23MAY58000CE,GOLD 25MAY23 58000 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,251369,OPTFUT,PE,58000,GOLD23MAY58000PE,GOLD23MAY58000PE,GOLD 25MAY23 58000 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,251370,OPTFUT,CE,58100,GOLD23MAY58100CE,GOLD23MAY58100CE,GOLD 25MAY23 58100 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,251371,OPTFUT,PE,58100,GOLD23MAY58100PE,GOLD23MAY58100PE,GOLD 25MAY23 58100 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,251452,OPTFUT,CE,58200,GOLD23MAY58200CE,GOLD23MAY58200CE,GOLD 25MAY23 58200 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,251453,OPTFUT,PE,58200,GOLD23MAY58200PE,GOLD23MAY58200PE,GOLD 25MAY23 58200 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,251701,OPTFUT,CE,58300,GOLD23MAY58300CE,GOLD23MAY58300CE,GOLD 25MAY23 58300 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,251702,OPTFUT,PE,58300,GOLD23MAY58300PE,GOLD23MAY58300PE,GOLD 25MAY23 58300 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,251804,OPTFUT,CE,58400,GOLD23MAY58400CE,GOLD23MAY58400CE,GOLD 25MAY23 58400 CE,2023-05-25,1,0.5,100
MCX,mcx_fo,GOLD,251805,OPTFUT,PE,58400,GOLD23MAY58400PE,GOLD23MAY58400PE,GOLD 25MAY23 58400 PE,2023-05-25,1,0.5,100
MCX,mcx_fo,SILVERM,250805,OPTFUT,CE,76250,SILVERM23JUN76250CE,SILVERM23JUN76250CE,SILVERM 21JUN23 76250 CE,2023-06-21,5,0.5,120
MCX,mcx_fo,SILVERM,250806,OPTFUT,PE,76250,SILVERM23JUN76250PE,SILVERM23JUN76250PE,SILVERM 21JUN23 76250 PE,2023-06-21,5,0.5,120
MCX,mcx_fo,SILVERM,250807,OPTFUT,CE,76500,SILVERM23JUN76500CE,SILVERM23JUN76500CE,SILVERM 21JUN23 76500 CE,2023-06-21,5,0.5,120
MCX,mcx_fo,SILVERM,250808,OPTFUT,PE,76500,SILVERM23JUN76500PE,SILVERM23JUN76500PE,SILVERM 21JUN23 76500 PE,2023-06-21,5,0.5,120
MCX,mcx_fo,SILVERM,250809,OPTFUT,CE,76750,SILVERM23JUN76750CE,SILVERM23JUN76750CE,SILVERM 21JUN23 76750 CE,2023-06-21,5,0.5,120
MCX,mcx_fo,SILVERM,250810,OPTFUT,PE,76750,SILVERM23JUN76750PE,SILVERM23JUN76750PE,SILVERM 21JUN23 76750 PE,2023-06-21,5,0.5,120
MCX,mcx_fo,SILVERM,250870,OPTFUT,CE,77000,SILVERM23JUN77000CE,SILVERM23JUN77000CE,SILVERM 21JUN23 77000 CE,2023-06-21,5,0.5,120
MCX,mcx_fo,SILVERM,250871,OPTFUT,PE,77000,SILVERM23JUN77000PE,SILVERM23JUN77000PE,SILVERM 21JUN23 77000 PE,2023-06-21,5,0.5,120
MCX,mcx_fo,SILVERM,250872,OPTFUT,CE,77250,SILVERM23JUN77250CE,SILVERM23JUN77250CE,SILVERM 21JUN23 77250 CE,2023-06-21,5,0.5,120
MCX,mcx_fo,SILVERM,250873,OPTFUT,PE,77250,SILVERM23JUN77250PE,SILVERM23JUN77250PE,SILVERM 21JUN23 77250 PE,2023-06-21,5,0.5,120
MCX,mcx_fo,SILVERM,251376,OPTFUT,CE,77500,SILVERM23JUN77500CE,SILVERM23JUN77500CE,SILVERM 21JUN23 77500 CE,2023-06-21,5,0.5,120
MCX,mcx_fo,SILVERM,251377,OPTFUT,PE,77500,SILVERM23JUN77500PE,SILVERM23JUN77500PE,SILVERM 21JUN23 77500 PE,2023-06-21,5,0.5,120
MCX,mcx_fo,SILVERM,251378,OPTFUT,CE,77750,SILVERM23JUN77750CE,SILVERM23JUN77750CE,SILVERM 21JUN23 77750 CE,2023-06-21,5,0.5,120
MCX,mcx_fo,GOLD,246834,OPTFUT,CE,49000,GOLD23JUL49000CE,GOLD23JUL49000CE,GOLD 26JUL23 49000 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246835,OPTFUT,PE,49000,GOLD23JUL49000PE,GOLD23JUL49000PE,GOLD 26JUL23 49000 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246836,OPTFUT,CE,49100,GOLD23JUL49100CE,GOLD23JUL49100CE,GOLD 26JUL23 49100 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246837,OPTFUT,PE,49100,GOLD23JUL49100PE,GOLD23JUL49100PE,GOLD 26JUL23 49100 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246838,OPTFUT,CE,49200,GOLD23JUL49200CE,GOLD23JUL49200CE,GOLD 26JUL23 49200 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246839,OPTFUT,PE,49200,GOLD23JUL49200PE,GOLD23JUL49200PE,GOLD 26JUL23 49200 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246840,OPTFUT,CE,49300,GOLD23JUL49300CE,GOLD23JUL49300CE,GOLD 26JUL23 49300 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246841,OPTFUT,PE,49300,GOLD23JUL49300PE,GOLD23JUL49300PE,GOLD 26JUL23 49300 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246842,OPTFUT,CE,49400,GOLD23JUL49400CE,GOLD23JUL49400CE,GOLD 26JUL23 49400 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246843,OPTFUT,PE,49400,GOLD23JUL49400PE,GOLD23JUL49400PE,GOLD 26JUL23 49400 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246569,OPTFUT,CE,49500,GOLD23JUL49500CE,GOLD23JUL49500CE,GOLD 26JUL23 49500 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246570,OPTFUT,PE,49500,GOLD23JUL49500PE,GOLD23JUL49500PE,GOLD 26JUL23 49500 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246571,OPTFUT,CE,49600,GOLD23JUL49600CE,GOLD23JUL49600CE,GOLD 26JUL23 49600 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246572,OPTFUT,PE,49600,GOLD23JUL49600PE,GOLD23JUL49600PE,GOLD 26JUL23 49600 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246573,OPTFUT,CE,49700,GOLD23JUL49700CE,GOLD23JUL49700CE,GOLD 26JUL23 49700 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246574,OPTFUT,PE,49700,GOLD23JUL49700PE,GOLD23JUL49700PE,GOLD 26JUL23 49700 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246575,OPTFUT,CE,49800,GOLD23JUL49800CE,GOLD23JUL49800CE,GOLD 26JUL23 49800 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246576,OPTFUT,PE,49800,GOLD23JUL49800PE,GOLD23JUL49800PE,GOLD 26JUL23 49800 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246294,OPTFUT,CE,49900,GOLD23JUL49900CE,GOLD23JUL49900CE,GOLD 26JUL23 49900 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246295,OPTFUT,PE,49900,GOLD23JUL49900PE,GOLD23JUL49900PE,GOLD 26JUL23 49900 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246296,OPTFUT,CE,50000,GOLD23JUL50000CE,GOLD23JUL50000CE,GOLD 26JUL23 50000 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246297,OPTFUT,PE,50000,GOLD23JUL50000PE,GOLD23JUL50000PE,GOLD 26JUL23 50000 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246298,OPTFUT,CE,50100,GOLD23JUL50100CE,GOLD23JUL50100CE,GOLD 26JUL23 50100 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246299,OPTFUT,PE,50100,GOLD23JUL50100PE,GOLD23JUL50100PE,GOLD 26JUL23 50100 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246300,OPTFUT,CE,50200,GOLD23JUL50200CE,GOLD23JUL50200CE,GOLD 26JUL23 50200 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246301,OPTFUT,PE,50200,GOLD23JUL50200PE,GOLD23JUL50200PE,GOLD 26JUL23 50200 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246066,OPTFUT,CE,50300,GOLD23JUL50300CE,GOLD23JUL50300CE,GOLD 26JUL23 50300 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246067,OPTFUT,PE,50300,GOLD23JUL50300PE,GOLD23JUL50300PE,GOLD 26JUL23 50300 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246068,OPTFUT,CE,50400,GOLD23JUL50400CE,GOLD23JUL50400CE,GOLD 26JUL23 50400 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246069,OPTFUT,PE,50400,GOLD23JUL50400PE,GOLD23JUL50400PE,GOLD 26JUL23 50400 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246070,OPTFUT,CE,50500,GOLD23JUL50500CE,GOLD23JUL50500CE,GOLD 26JUL23 50500 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246071,OPTFUT,PE,50500,GOLD23JUL50500PE,GOLD23JUL50500PE,GOLD 26JUL23 50500 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246048,OPTFUT,CE,50600,GOLD23JUL50600CE,GOLD23JUL50600CE,GOLD 26JUL23 50600 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246049,OPTFUT,PE,50600,GOLD23JUL50600PE,GOLD23JUL50600PE,GOLD 26JUL23 50600 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246050,OPTFUT,CE,50700,GOLD23JUL50700CE,GOLD23JUL50700CE,GOLD 26JUL23 50700 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246051,OPTFUT,PE,50700,GOLD23JUL50700PE,GOLD23JUL50700PE,GOLD 26JUL23 50700 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246052,OPTFUT,CE,50800,GOLD23JUL50800CE,GOLD23JUL50800CE,GOLD 26JUL23 50800 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246053,OPTFUT,PE,50800,GOLD23JUL50800PE,GOLD23JUL50800PE,GOLD 26JUL23 50800 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246054,OPTFUT,CE,50900,GOLD23JUL50900CE,GOLD23JUL50900CE,GOLD 26JUL23 50900 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246055,OPTFUT,PE,50900,GOLD23JUL50900PE,GOLD23JUL50900PE,GOLD 26JUL23 50900 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246056,OPTFUT,CE,51000,GOLD23JUL51000CE,GOLD23JUL51000CE,GOLD 26JUL23 51000 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246057,OPTFUT,PE,51000,GOLD23JUL51000PE,GOLD23JUL51000PE,GOLD 26JUL23 51000 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246058,OPTFUT,CE,51100,GOLD23JUL51100CE,GOLD23JUL51100CE,GOLD 26JUL23 51100 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,246059,OPTFUT,PE,51100,GOLD23JUL51100PE,GOLD23JUL51100PE,GOLD 26JUL23 51100 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,245908,OPTFUT,CE,51200,GOLD23JUL51200CE,GOLD23JUL51200CE,GOLD 26JUL23 51200 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,245909,OPTFUT,PE,51200,GOLD23JUL51200PE,GOLD23JUL51200PE,GOLD 26JUL23 51200 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,245910,OPTFUT,CE,51300,GOLD23JUL51300CE,GOLD23JUL51300CE,GOLD 26JUL23 51300 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,245911,OPTFUT,PE,51300,GOLD23JUL51300PE,GOLD23JUL51300PE,GOLD 26JUL23 51300 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,245912,OPTFUT,CE,51400,GOLD23JUL51400CE,GOLD23JUL51400CE,GOLD 26JUL23 51400 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,245913,OPTFUT,PE,51400,GOLD23JUL51400PE,GOLD23JUL51400PE,GOLD 26JUL23 51400 PE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,245914,OPTFUT,CE,51500,GOLD23JUL51500CE,GOLD23JUL51500CE,GOLD 26JUL23 51500 CE,2023-07-26,1,0.5,100
MCX,mcx_fo,GOLD,245915,OPTFUT,PE,51500,GOLD23JUL51500PE,GOLD23JUL51500PE,GOLD 26JUL23 51500 PE,2023-07-26,1,0.5,100
