id,Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size,StPrice1,StPrice2,StPriceCombine
3658,CDS,cde_fo,EURUSD,5358,OPTCUR,CE,0.985,EURUSD27DECEMBER230.985CE,EURUSD23DEC0.985CE,EURUSD 27DEC23 0.985 CE,27-12-2023,1,0.0001,,985,.985
3659,CDS,cde_fo,EURUSD,5359,OPTCUR,PE,0.985,EURUSD27DECEMBER230.985PE,EURUSD23DEC0.985PE,EURUSD 27DEC23 0.985 PE,27-12-2023,1,0.0001,,985,.985
3660,CDS,cde_fo,USDINR,5364,OPTCUR,CE,80.25,USDINR16JUNE2380.25CE,USDINR2361680.25CE,USDINR 16JUN23 80.25 CE,16-06-2023,1,0.0025,80,25,80.25
3661,CDS,cde_fo,USDINR,5365,OPTCUR,PE,80.25,USDINR16JUNE2380.25PE,USDINR2361680.25PE,USDINR 16JUN23 80.25 PE,16-06-2023,1,0.0025,80,25,80.25
3662,CDS,cde_fo,USDINR,5366,OPTCUR,CE,80.5,USDINR16JUNE2380.5CE,USDINR2361680.5CE,USDINR 16JUN23 80.5 CE,16-06-2023,1,0.0025,80,5,80.5
3663,CDS,cde_fo,USDINR,5367,OPTCUR,PE,80.5,USDINR16JUNE2380.5PE,USDINR2361680.5PE,USDINR 16JUN23 80.5 PE,16-06-2023,1,0.0025,80,5,80.5
3664,CDS,cde_fo,EURUSD,5368,OPTCUR,CE,0.99,EURUSD27DECEMBER230.99CE,EURUSD23DEC0.99CE,EURUSD 27DEC23 0.99 CE,27-12-2023,1,0.0001,,99,.99
3665,CDS,cde_fo,EURUSD,5369,OPTCUR,PE,0.99,EURUSD27DECEMBER230.99PE,EURUSD23DEC0.99PE,EURUSD 27DEC23 0.99 PE,27-12-2023,1,0.0001,,99,.99
3666,CDS,cde_fo,EURUSD,5374,OPTCUR,CE,0.995,EURUSD27DECEMBER230.995CE,EURUSD23DEC0.995CE,EURUSD 27DEC23 0.995 CE,27-12-2023,1,0.0001,,995,.995
3667,CDS,cde_fo,EURUSD,5375,OPTCUR,PE,0.995,EURUSD27DECEMBER230.995PE,EURUSD23DEC0.995PE,EURUSD 27DEC23 0.995 PE,27-12-2023,1,0.0001,,995,.995
3668,CDS,cde_fo,EURUSD,5376,OPTCUR,CE,1,EURUSD27DECEMBER231CE,EURUSD23DEC1CE,EURUSD 27DEC23 1 CE,27-12-2023,1,0.0001,1,,1
3669,CDS,cde_fo,EURUSD,5377,OPTCUR,PE,1,EURUSD27DECEMBER231PE,EURUSD23DEC1PE,EURUSD 27DEC23 1 PE,27-12-2023,1,0.0001,1,,1
3670,CDS,cde_fo,EURUSD,5378,OPTCUR,CE,1.005,EURUSD27DECEMBER231.005CE,EURUSD23DEC1.005CE,EURUSD 27DEC23 1.005 CE,27-12-2023,1,0.0001,1,5,1.5
3671,CDS,cde_fo,EURUSD,5379,OPTCUR,PE,1.005,EURUSD27DECEMBER231.005PE,EURUSD23DEC1.005PE,EURUSD 27DEC23 1.005 PE,27-12-2023,1,0.0001,1,5,1.5
3672,CDS,cde_fo,USDINR,5380,OPTCUR,CE,86.75,USDINR23JUNE2386.75CE,USDINR2362386.75CE,USDINR 23JUN23 86.75 CE,23-06-2023,1,0.0025,86,75,86.75
3673,CDS,cde_fo,USDINR,5381,OPTCUR,PE,86.75,USDINR23JUNE2386.75PE,USDINR2362386.75PE,USDINR 23JUN23 86.75 PE,23-06-2023,1,0.0025,86,75,86.75
3674,CDS,cde_fo,USDINR,5382,OPTCUR,CE,87,USDINR23JUNE2387CE,USDINR2362387CE,USDINR 23JUN23 87 CE,23-06-2023,1,0.0025,87,,87
3675,CDS,cde_fo,EURINR,5385,OPTCUR,CE,89.25,EURINR07JULY2389.25CE,EURINR2370789.25CE,EURINR 07JUL23 89.25 CE,07-07-2023,1,0.0025,89,25,89.25
3676,CDS,cde_fo,GBPINR,5386,OPTCUR,PE,91.75,GBPINR12MAY2391.75PE,GBPINR2351291.75PE,GBPINR 12MAY23 91.75 PE,12-05-2023,1,0.0025,91,75,91.75
3677,CDS,cde_fo,GBPINR,5387,OPTCUR,CE,92,GBPINR12MAY2392CE,GBPINR2351292CE,GBPINR 12MAY23 92 CE,12-05-2023,1,0.0025,92,,92
3678,CDS,cde_fo,EURUSD,5392,OPTCUR,PE,1.19,EURUSD29MAY231.19PE,EURUSD23MAY1.19PE,EURUSD 29MAY23 1.19 PE,29-05-2023,1,0.0001,1,19,1.19
3679,CDS,cde_fo,JPYINR,5393,OPTCUR,PE,58.25,JPYINR27JUNE2358.25PE,JPYINR23JUN58.25PE,JPYINR 27JUN23 58.25 PE,27-06-2023,1,0.0025,58,25,58.25
3680,CDS,cde_fo,JPYINR,5394,OPTCUR,CE,58.5,JPYINR27JUNE2358.5CE,JPYINR23JUN58.5CE,JPYINR 27JUN23 58.5 CE,27-06-2023,1,0.0025,58,5,58.5
3681,CDS,cde_fo,USDINR,5408,OPTCUR,PE,87,USDINR23JUNE2387PE,USDINR2362387PE,USDINR 23JUN23 87 PE,23-06-2023,1,0.0025,87,,87
3682,CDS,cde_fo,USDINR,5409,OPTCUR,CE,80.75,USDINR16JUNE2380.75CE,USDINR2361680.75CE,USDINR 16JUN23 80.75 CE,16-06-2023,1,0.0025,80,75,80.75
3683,CDS,cde_fo,USDINR,5410,OPTCUR,PE,80.75,USDINR16JUNE2380.75PE,USDINR2361680.75PE,USDINR 16JUN23 80.75 PE,16-06-2023,1,0.0025,80,75,80.75
3684,CDS,cde_fo,USDINR,5411,OPTCUR,CE,87.25,USDINR23JUNE2387.25CE,USDINR2362387.25CE,USDINR 23JUN23 87.25 CE,23-06-2023,1,0.0025,87,25,87.25
3685,CDS,cde_fo,EURINR,5412,OPTCUR,CE,81.25,EURINR27DECEMBER2381.25CE,EURINR23DEC81.25CE,EURINR 27DEC23 81.25 CE,27-12-2023,1,0.0025,81,25,81.25
3686,CDS,cde_fo,EURINR,5413,OPTCUR,PE,89.25,EURINR07JULY2389.25PE,EURINR2370789.25PE,EURINR 07JUL23 89.25 PE,07-07-2023,1,0.0025,89,25,89.25
3687,CDS,cde_fo,EURINR,5414,OPTCUR,CE,89.5,EURINR07JULY2389.5CE,EURINR2370789.5CE,EURINR 07JUL23 89.5 CE,07-07-2023,1,0.0025,89,5,89.5
3688,CDS,cde_fo,USDINR,5415,OPTCUR,CE,81,USDINR16JUNE2381CE,USDINR2361681CE,USDINR 16JUN23 81 CE,16-06-2023,1,0.0025,81,,81
3689,CDS,cde_fo,USDINR,5416,OPTCUR,PE,81,USDINR16JUNE2381PE,USDINR2361681PE,USDINR 16JUN23 81 PE,16-06-2023,1,0.0025,81,,81
3690,CDS,cde_fo,EURINR,5417,OPTCUR,PE,81.25,EURINR27DECEMBER2381.25PE,EURINR23DEC81.25PE,EURINR 27DEC23 81.25 PE,27-12-2023,1,0.0025,81,25,81.25
3691,CDS,cde_fo,EURINR,5418,OPTCUR,CE,81.5,EURINR27DECEMBER2381.5CE,EURINR23DEC81.5CE,EURINR 27DEC23 81.5 CE,27-12-2023,1,0.0025,81,5,81.5
3692,CDS,cde_fo,USDINR,5419,OPTCUR,CE,81.25,USDINR16JUNE2381.25CE,USDINR2361681.25CE,USDINR 16JUN23 81.25 CE,16-06-2023,1,0.0025,81,25,81.25
3693,CDS,cde_fo,USDINR,5420,OPTCUR,PE,81.25,USDINR16JUNE2381.25PE,USDINR2361681.25PE,USDINR 16JUN23 81.25 PE,16-06-2023,1,0.0025,81,25,81.25
3694,CDS,cde_fo,USDINR,5421,OPTCUR,CE,81.5,USDINR16JUNE2381.5CE,USDINR2361681.5CE,USDINR 16JUN23 81.5 CE,16-06-2023,1,0.0025,81,5,81.5
3695,CDS,cde_fo,EURUSD,5424,OPTCUR,CE,1.01,EURUSD27DECEMBER231.01CE,EURUSD23DEC1.01CE,EURUSD 27DEC23 1.01 CE,27-12-2023,1,0.0001,1,1,1.1
3696,CDS,cde_fo,EURINR,5425,OPTCUR,PE,89.5,EURINR07JULY2389.5PE,EURINR2370789.5PE,EURINR 07JUL23 89.5 PE,07-07-2023,1,0.0025,89,5,89.5
3697,CDS,cde_fo,EURINR,5426,OPTCUR,CE,89.75,EURINR07JULY2389.75CE,EURINR2370789.75CE,EURINR 07JUL23 89.75 CE,07-07-2023,1,0.0025,89,75,89.75
3698,CDS,cde_fo,EURINR,5427,OPTCUR,PE,89.75,EURINR07JULY2389.75PE,EURINR2370789.75PE,EURINR 07JUL23 89.75 PE,07-07-2023,1,0.0025,89,75,89.75
3699,CDS,cde_fo,GBPUSD,5428,OPTCUR,PE,1.215,GBPUSD28MARCH241.215PE,GBPUSD24MAR1.215PE,GBPUSD 28MAR24 1.215 PE,28-03-2024,1,0.0001,1,215,1.215
3700,CDS,cde_fo,GBPINR,5429,OPTCUR,CE,107.5,GBPINR27JUNE23107.5CE,GBPINR23JUN107.5CE,GBPINR 27JUN23 107.5 CE,27-06-2023,1,0.0025,107,5,107.5
3701,CDS,cde_fo,GBPINR,5430,OPTCUR,PE,107.5,GBPINR27JUNE23107.5PE,GBPINR23JUN107.5PE,GBPINR 27JUN23 107.5 PE,27-06-2023,1,0.0025,107,5,107.5
3702,CDS,cde_fo,GBPUSD,5431,OPTCUR,CE,1.22,GBPUSD28MARCH241.22CE,GBPUSD24MAR1.22CE,GBPUSD 28MAR24 1.22 CE,28-03-2024,1,0.0001,1,22,1.22
3703,CDS,cde_fo,GBPUSD,5432,OPTCUR,PE,1.22,GBPUSD28MARCH241.22PE,GBPUSD24MAR1.22PE,GBPUSD 28MAR24 1.22 PE,28-03-2024,1,0.0001,1,22,1.22
3704,CDS,cde_fo,EURUSD,5433,OPTCUR,PE,1.01,EURUSD27DECEMBER231.01PE,EURUSD23DEC1.01PE,EURUSD 27DEC23 1.01 PE,27-12-2023,1,0.0001,1,1,1.1
3705,CDS,cde_fo,EURUSD,5434,OPTCUR,CE,1.015,EURUSD27DECEMBER231.015CE,EURUSD23DEC1.015CE,EURUSD 27DEC23 1.015 CE,27-12-2023,1,0.0001,1,15,1.15
3706,CDS,cde_fo,EURUSD,5435,OPTCUR,PE,1.015,EURUSD27DECEMBER231.015PE,EURUSD23DEC1.015PE,EURUSD 27DEC23 1.015 PE,27-12-2023,1,0.0001,1,15,1.15
3707,CDS,cde_fo,EURUSD,5436,OPTCUR,CE,1.02,EURUSD27DECEMBER231.02CE,EURUSD23DEC1.02CE,EURUSD 27DEC23 1.02 CE,27-12-2023,1,0.0001,1,2,1.2
3708,CDS,cde_fo,EURUSD,5437,OPTCUR,PE,1.02,EURUSD27DECEMBER231.02PE,EURUSD23DEC1.02PE,EURUSD 27DEC23 1.02 PE,27-12-2023,1,0.0001,1,2,1.2
3709,CDS,cde_fo,EURUSD,5438,OPTCUR,CE,1.025,EURUSD27DECEMBER231.025CE,EURUSD23DEC1.025CE,EURUSD 27DEC23 1.025 CE,27-12-2023,1,0.0001,1,25,1.25
3710,CDS,cde_fo,EURUSD,5439,OPTCUR,PE,1.025,EURUSD27DECEMBER231.025PE,EURUSD23DEC1.025PE,EURUSD 27DEC23 1.025 PE,27-12-2023,1,0.0001,1,25,1.25
3711,CDS,cde_fo,EURUSD,5440,OPTCUR,CE,1.03,EURUSD27DECEMBER231.03CE,EURUSD23DEC1.03CE,EURUSD 27DEC23 1.03 CE,27-12-2023,1,0.0001,1,3,1.3
3712,CDS,cde_fo,JPYINR,5441,OPTCUR,PE,58.5,JPYINR27JUNE2358.5PE,JPYINR23JUN58.5PE,JPYINR 27JUN23 58.5 PE,27-06-2023,1,0.0025,58,5,58.5
3713,CDS,cde_fo,JPYINR,5442,OPTCUR,CE,58.75,JPYINR27JUNE2358.75CE,JPYINR23JUN58.75CE,JPYINR 27JUN23 58.75 CE,27-06-2023,1,0.0025,58,75,58.75
3714,CDS,cde_fo,JPYINR,5443,OPTCUR,PE,58.75,JPYINR27JUNE2358.75PE,JPYINR23JUN58.75PE,JPYINR 27JUN23 58.75 PE,27-06-2023,1,0.0025,58,75,58.75
3715,CDS,cde_fo,JPYINR,5444,OPTCUR,CE,59,JPYINR27JUNE2359CE,JPYINR23JUN59CE,JPYINR 27JUN23 59 CE,27-06-2023,1,0.0025,59,,59
3716,CDS,cde_fo,JPYINR,5445,OPTCUR,PE,59,JPYINR27JUNE2359PE,JPYINR23JUN59PE,JPYINR 27JUN23 59 PE,27-06-2023,1,0.0025,59,,59
3717,CDS,cde_fo,JPYINR,5446,OPTCUR,CE,59.25,JPYINR27JUNE2359.25CE,JPYINR23JUN59.25CE,JPYINR 27JUN23 59.25 CE,27-06-2023,1,0.0025,59,25,59.25
3718,CDS,cde_fo,GBPUSD,5447,OPTCUR,CE,1.225,GBPUSD28MARCH241.225CE,GBPUSD24MAR1.225CE,GBPUSD 28MAR24 1.225 CE,28-03-2024,1,0.0001,1,225,1.225
3719,CDS,cde_fo,USDINR,5448,OPTCUR,PE,87.25,USDINR23JUNE2387.25PE,USDINR2362387.25PE,USDINR 23JUN23 87.25 PE,23-06-2023,1,0.0025,87,25,87.25
3720,CDS,cde_fo,USDINR,5449,OPTCUR,CE,87.5,USDINR23JUNE2387.5CE,USDINR2362387.5CE,USDINR 23JUN23 87.5 CE,23-06-2023,1,0.0025,87,5,87.5
3721,CDS,cde_fo,GBPUSD,5450,OPTCUR,PE,1.345,GBPUSD26APRIL231.345PE,GBPUSD23APR1.345PE,GBPUSD 26APR23 1.345 PE,26-04-2023,1,0.0001,1,345,1.345
3722,CDS,cde_fo,GBPUSD,5451,OPTCUR,CE,1.35,GBPUSD26APRIL231.35CE,GBPUSD23APR1.35CE,GBPUSD 26APR23 1.35 CE,26-04-2023,1,0.0001,1,35,1.35
3723,CDS,cde_fo,GBPUSD,5452,OPTCUR,PE,1.35,GBPUSD26APRIL231.35PE,GBPUSD23APR1.35PE,GBPUSD 26APR23 1.35 PE,26-04-2023,1,0.0001,1,35,1.35
3724,CDS,cde_fo,USDINR,5453,OPTCUR,PE,81.5,USDINR16JUNE2381.5PE,USDINR2361681.5PE,USDINR 16JUN23 81.5 PE,16-06-2023,1,0.0025,81,5,81.5
3725,CDS,cde_fo,EURUSD,5454,OPTCUR,CE,0.9,EURUSD27JUNE230.9CE,EURUSD23JUN0.9CE,EURUSD 27JUN23 0.9 CE,27-06-2023,1,0.0001,,9,.9
3726,CDS,cde_fo,EURUSD,5455,OPTCUR,PE,0.9,EURUSD27JUNE230.9PE,EURUSD23JUN0.9PE,EURUSD 27JUN23 0.9 PE,27-06-2023,1,0.0001,,9,.9
3727,CDS,cde_fo,EURUSD,5456,OPTCUR,CE,0.905,EURUSD27JUNE230.905CE,EURUSD23JUN0.905CE,EURUSD 27JUN23 0.905 CE,27-06-2023,1,0.0001,,905,.905
3728,CDS,cde_fo,EURUSD,5457,OPTCUR,PE,0.905,EURUSD27JUNE230.905PE,EURUSD23JUN0.905PE,EURUSD 27JUN23 0.905 PE,27-06-2023,1,0.0001,,905,.905
3729,CDS,cde_fo,EURINR,5458,OPTCUR,PE,81.5,EURINR27DECEMBER2381.5PE,EURINR23DEC81.5PE,EURINR 27DEC23 81.5 PE,27-12-2023,1,0.0025,81,5,81.5
3730,CDS,cde_fo,EURUSD,5459,OPTCUR,PE,1.03,EURUSD27DECEMBER231.03PE,EURUSD23DEC1.03PE,EURUSD 27DEC23 1.03 PE,27-12-2023,1,0.0001,1,3,1.3
3731,CDS,cde_fo,JPYINR,5460,OPTCUR,CE,56.75,JPYINR26APRIL2356.75CE,JPYINR23APR56.75CE,JPYINR 26APR23 56.75 CE,26-04-2023,1,0.0025,56,75,56.75
3732,CDS,cde_fo,EURINR,5461,OPTCUR,PE,95.75,EURINR27JUNE2395.75PE,EURINR23JUN95.75PE,EURINR 27JUN23 95.75 PE,27-06-2023,1,0.0025,95,75,95.75
3733,CDS,cde_fo,EURINR,5462,OPTCUR,CE,96,EURINR27JUNE2396CE,EURINR23JUN96CE,EURINR 27JUN23 96 CE,27-06-2023,1,0.0025,96,,96
3734,CDS,cde_fo,EURINR,5463,OPTCUR,CE,86.25,EURINR04MAY2386.25CE,EURINR2350486.25CE,EURINR 04MAY23 86.25 CE,04-05-2023,1,0.0025,86,25,86.25
3735,CDS,cde_fo,EURINR,5464,OPTCUR,PE,86.25,EURINR04MAY2386.25PE,EURINR2350486.25PE,EURINR 04MAY23 86.25 PE,04-05-2023,1,0.0025,86,25,86.25
3736,CDS,cde_fo,EURINR,5465,OPTCUR,PE,96,EURINR27JUNE2396PE,EURINR23JUN96PE,EURINR 27JUN23 96 PE,27-06-2023,1,0.0025,96,,96
3737,CDS,cde_fo,EURINR,5466,OPTCUR,CE,96.25,EURINR27JUNE2396.25CE,EURINR23JUN96.25CE,EURINR 27JUN23 96.25 CE,27-06-2023,1,0.0025,96,25,96.25
3738,CDS,cde_fo,JPYINR,5467,OPTCUR,PE,56.75,JPYINR26APRIL2356.75PE,JPYINR23APR56.75PE,JPYINR 26APR23 56.75 PE,26-04-2023,1,0.0025,56,75,56.75
3739,CDS,cde_fo,EURINR,5468,OPTCUR,CE,86.5,EURINR04MAY2386.5CE,EURINR2350486.5CE,EURINR 04MAY23 86.5 CE,04-05-2023,1,0.0025,86,5,86.5
3740,CDS,cde_fo,EURUSD,5469,OPTCUR,CE,1.035,EURUSD27DECEMBER231.035CE,EURUSD23DEC1.035CE,EURUSD 27DEC23 1.035 CE,27-12-2023,1,0.0001,1,35,1.35
3741,CDS,cde_fo,EURUSD,5470,OPTCUR,PE,1.035,EURUSD27DECEMBER231.035PE,EURUSD23DEC1.035PE,EURUSD 27DEC23 1.035 PE,27-12-2023,1,0.0001,1,35,1.35
3742,CDS,cde_fo,EURINR,5471,OPTCUR,PE,96.25,EURINR27JUNE2396.25PE,EURINR23JUN96.25PE,EURINR 27JUN23 96.25 PE,27-06-2023,1,0.0025,96,25,96.25
3743,CDS,cde_fo,EURINR,5472,OPTCUR,PE,86.5,EURINR04MAY2386.5PE,EURINR2350486.5PE,EURINR 04MAY23 86.5 PE,04-05-2023,1,0.0025,86,5,86.5
3744,CDS,cde_fo,EURUSD,5473,OPTCUR,CE,1.04,EURUSD27DECEMBER231.04CE,EURUSD23DEC1.04CE,EURUSD 27DEC23 1.04 CE,27-12-2023,1,0.0001,1,4,1.4
3745,CDS,cde_fo,EURUSD,5474,OPTCUR,PE,1.04,EURUSD27DECEMBER231.04PE,EURUSD23DEC1.04PE,EURUSD 27DEC23 1.04 PE,27-12-2023,1,0.0001,1,4,1.4
3746,CDS,cde_fo,EURINR,5475,OPTCUR,CE,95.5,EURINR26SEPTEMBER2395.5CE,EURINR23SEP95.5CE,EURINR 26SEP23 95.5 CE,26-09-2023,1,0.0025,95,5,95.5
3747,CDS,cde_fo,JPYINR,5476,OPTCUR,CE,57,JPYINR26APRIL2357CE,JPYINR23APR57CE,JPYINR 26APR23 57 CE,26-04-2023,1,0.0025,57,,57
3748,CDS,cde_fo,JPYINR,5477,OPTCUR,PE,57,JPYINR26APRIL2357PE,JPYINR23APR57PE,JPYINR 26APR23 57 PE,26-04-2023,1,0.0025,57,,57
3749,CDS,cde_fo,JPYINR,5478,OPTCUR,CE,57.25,JPYINR26APRIL2357.25CE,JPYINR23APR57.25CE,JPYINR 26APR23 57.25 CE,26-04-2023,1,0.0025,57,25,57.25
3750,CDS,cde_fo,EURINR,5479,OPTCUR,PE,95.5,EURINR26SEPTEMBER2395.5PE,EURINR23SEP95.5PE,EURINR 26SEP23 95.5 PE,26-09-2023,1,0.0025,95,5,95.5
3751,CDS,cde_fo,EURINR,5480,OPTCUR,CE,95.75,EURINR26SEPTEMBER2395.75CE,EURINR23SEP95.75CE,EURINR 26SEP23 95.75 CE,26-09-2023,1,0.0025,95,75,95.75
3752,CDS,cde_fo,EURINR,5481,OPTCUR,PE,95.75,EURINR26SEPTEMBER2395.75PE,EURINR23SEP95.75PE,EURINR 26SEP23 95.75 PE,26-09-2023,1,0.0025,95,75,95.75
3753,CDS,cde_fo,EURINR,5482,OPTCUR,CE,96,EURINR26SEPTEMBER2396CE,EURINR23SEP96CE,EURINR 26SEP23 96 CE,26-09-2023,1,0.0025,96,,96
3754,CDS,cde_fo,EURINR,5483,OPTCUR,PE,96,EURINR26SEPTEMBER2396PE,EURINR23SEP96PE,EURINR 26SEP23 96 PE,26-09-2023,1,0.0025,96,,96
3755,CDS,cde_fo,EURINR,5484,OPTCUR,CE,81.75,EURINR27DECEMBER2381.75CE,EURINR23DEC81.75CE,EURINR 27DEC23 81.75 CE,27-12-2023,1,0.0025,81,75,81.75
3756,CDS,cde_fo,EURINR,5485,OPTCUR,PE,81.75,EURINR27DECEMBER2381.75PE,EURINR23DEC81.75PE,EURINR 27DEC23 81.75 PE,27-12-2023,1,0.0025,81,75,81.75
3757,CDS,cde_fo,EURINR,5486,OPTCUR,CE,96.25,EURINR26SEPTEMBER2396.25CE,EURINR23SEP96.25CE,EURINR 26SEP23 96.25 CE,26-09-2023,1,0.0025,96,25,96.25
3758,CDS,cde_fo,EURINR,5487,OPTCUR,PE,96.25,EURINR26SEPTEMBER2396.25PE,EURINR23SEP96.25PE,EURINR 26SEP23 96.25 PE,26-09-2023,1,0.0025,96,25,96.25
3759,CDS,cde_fo,EURINR,5488,OPTCUR,CE,95.5,EURINR27DECEMBER2395.5CE,EURINR23DEC95.5CE,EURINR 27DEC23 95.5 CE,27-12-2023,1,0.0025,95,5,95.5
3760,CDS,cde_fo,EURINR,5489,OPTCUR,PE,95.5,EURINR27DECEMBER2395.5PE,EURINR23DEC95.5PE,EURINR 27DEC23 95.5 PE,27-12-2023,1,0.0025,95,5,95.5
3761,CDS,cde_fo,EURINR,5490,OPTCUR,CE,95.75,EURINR27DECEMBER2395.75CE,EURINR23DEC95.75CE,EURINR 27DEC23 95.75 CE,27-12-2023,1,0.0025,95,75,95.75
3762,CDS,cde_fo,JPYINR,5491,OPTCUR,PE,57.25,JPYINR26APRIL2357.25PE,JPYINR23APR57.25PE,JPYINR 26APR23 57.25 PE,26-04-2023,1,0.0025,57,25,57.25
3763,CDS,cde_fo,JPYINR,5492,OPTCUR,CE,57.5,JPYINR26APRIL2357.5CE,JPYINR23APR57.5CE,JPYINR 26APR23 57.5 CE,26-04-2023,1,0.0025,57,5,57.5
3764,CDS,cde_fo,EURINR,5493,OPTCUR,CE,90,EURINR07JULY2390CE,EURINR2370790CE,EURINR 07JUL23 90 CE,07-07-2023,1,0.0025,90,,90
3765,CDS,cde_fo,EURINR,5494,OPTCUR,PE,90,EURINR07JULY2390PE,EURINR2370790PE,EURINR 07JUL23 90 PE,07-07-2023,1,0.0025,90,,90
3766,CDS,cde_fo,EURINR,5495,OPTCUR,CE,90.75,EURINR30JUNE2390.75CE,EURINR2363090.75CE,EURINR 30JUN23 90.75 CE,30-06-2023,1,0.0025,90,75,90.75
3767,CDS,cde_fo,EURINR,5496,OPTCUR,PE,90.75,EURINR30JUNE2390.75PE,EURINR2363090.75PE,EURINR 30JUN23 90.75 PE,30-06-2023,1,0.0025,90,75,90.75
3768,CDS,cde_fo,JPYINR,5497,OPTCUR,PE,57.5,JPYINR26APRIL2357.5PE,JPYINR23APR57.5PE,JPYINR 26APR23 57.5 PE,26-04-2023,1,0.0025,57,5,57.5
3769,CDS,cde_fo,JPYINR,5498,OPTCUR,CE,57.75,JPYINR26APRIL2357.75CE,JPYINR23APR57.75CE,JPYINR 26APR23 57.75 CE,26-04-2023,1,0.0025,57,75,57.75
3770,CDS,cde_fo,JPYINR,5499,OPTCUR,PE,57.75,JPYINR26APRIL2357.75PE,JPYINR23APR57.75PE,JPYINR 26APR23 57.75 PE,26-04-2023,1,0.0025,57,75,57.75
3771,CDS,cde_fo,JPYINR,5500,OPTCUR,CE,58,JPYINR26APRIL2358CE,JPYINR23APR58CE,JPYINR 26APR23 58 CE,26-04-2023,1,0.0025,58,,58
3772,CDS,cde_fo,JPYINR,5501,OPTCUR,PE,58,JPYINR26APRIL2358PE,JPYINR23APR58PE,JPYINR 26APR23 58 PE,26-04-2023,1,0.0025,58,,58
3773,CDS,cde_fo,JPYINR,5502,OPTCUR,CE,58.25,JPYINR26APRIL2358.25CE,JPYINR23APR58.25CE,JPYINR 26APR23 58.25 CE,26-04-2023,1,0.0025,58,25,58.25
3774,CDS,cde_fo,EURINR,5503,OPTCUR,PE,95.75,EURINR27DECEMBER2395.75PE,EURINR23DEC95.75PE,EURINR 27DEC23 95.75 PE,27-12-2023,1,0.0025,95,75,95.75
3775,CDS,cde_fo,EURINR,5504,OPTCUR,CE,96,EURINR27DECEMBER2396CE,EURINR23DEC96CE,EURINR 27DEC23 96 CE,27-12-2023,1,0.0025,96,,96
3776,CDS,cde_fo,EURINR,5505,OPTCUR,PE,84.25,EURINR19MAY2384.25PE,EURINR2351984.25PE,EURINR 19MAY23 84.25 PE,19-05-2023,1,0.0025,84,25,84.25
3777,CDS,cde_fo,EURINR,5507,OPTCUR,CE,86.75,EURINR04MAY2386.75CE,EURINR2350486.75CE,EURINR 04MAY23 86.75 CE,04-05-2023,1,0.0025,86,75,86.75
3778,CDS,cde_fo,EURINR,5508,OPTCUR,PE,86.75,EURINR04MAY2386.75PE,EURINR2350486.75PE,EURINR 04MAY23 86.75 PE,04-05-2023,1,0.0025,86,75,86.75
3779,CDS,cde_fo,EURINR,5509,OPTCUR,CE,87,EURINR04MAY2387CE,EURINR2350487CE,EURINR 04MAY23 87 CE,04-05-2023,1,0.0025,87,,87
3780,CDS,cde_fo,EURINR,5510,OPTCUR,PE,87,EURINR04MAY2387PE,EURINR2350487PE,EURINR 04MAY23 87 PE,04-05-2023,1,0.0025,87,,87
3781,CDS,cde_fo,EURINR,5511,OPTCUR,CE,87.25,EURINR04MAY2387.25CE,EURINR2350487.25CE,EURINR 04MAY23 87.25 CE,04-05-2023,1,0.0025,87,25,87.25
3782,CDS,cde_fo,EURINR,5512,OPTCUR,PE,87.25,EURINR04MAY2387.25PE,EURINR2350487.25PE,EURINR 04MAY23 87.25 PE,04-05-2023,1,0.0025,87,25,87.25
3783,CDS,cde_fo,EURINR,5513,OPTCUR,CE,87.5,EURINR04MAY2387.5CE,EURINR2350487.5CE,EURINR 04MAY23 87.5 CE,04-05-2023,1,0.0025,87,5,87.5
3784,CDS,cde_fo,EURINR,5514,OPTCUR,PE,87.5,EURINR04MAY2387.5PE,EURINR2350487.5PE,EURINR 04MAY23 87.5 PE,04-05-2023,1,0.0025,87,5,87.5
3785,CDS,cde_fo,EURINR,5515,OPTCUR,CE,87.75,EURINR04MAY2387.75CE,EURINR2350487.75CE,EURINR 04MAY23 87.75 CE,04-05-2023,1,0.0025,87,75,87.75
3786,CDS,cde_fo,EURINR,5516,OPTCUR,PE,87.75,EURINR04MAY2387.75PE,EURINR2350487.75PE,EURINR 04MAY23 87.75 PE,04-05-2023,1,0.0025,87,75,87.75
3787,CDS,cde_fo,EURINR,5517,OPTCUR,CE,88,EURINR04MAY2388CE,EURINR2350488CE,EURINR 04MAY23 88 CE,04-05-2023,1,0.0025,88,,88
3788,CDS,cde_fo,EURINR,5518,OPTCUR,PE,88,EURINR04MAY2388PE,EURINR2350488PE,EURINR 04MAY23 88 PE,04-05-2023,1,0.0025,88,,88
3789,CDS,cde_fo,EURINR,5519,OPTCUR,CE,88.25,EURINR04MAY2388.25CE,EURINR2350488.25CE,EURINR 04MAY23 88.25 CE,04-05-2023,1,0.0025,88,25,88.25
3790,CDS,cde_fo,EURINR,5520,OPTCUR,PE,88.25,EURINR04MAY2388.25PE,EURINR2350488.25PE,EURINR 04MAY23 88.25 PE,04-05-2023,1,0.0025,88,25,88.25
