id,Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size,StPrice1,StPrice2,StPriceCombine
1,CDS,cde_fo,EURINR,1001,FUTCUR,XX,-1,EURINR23JUNFUT,EURINR23JUNFUT,EURINR 27JUN23 FUT,27-06-2023,1,0.0025,,,
2,CDS,cde_fo,EURINR,1002,OPTCUR,CE,94.75,EURINR26APRIL2394.75CE,EURINR23APR94.75CE,EURINR 26APR23 94.75 CE,26-04-2023,1,0.0025,94,75,94.75
3,CDS,cde_fo,EURINR,1003,OPTCUR,CE,94,EURINR02JUNE2394CE,EURINR2360294CE,EURINR 02JUN23 94 CE,02-06-2023,1,0.0025,94,,94
4,CDS,cde_fo,EURINR,1004,OPTCUR,PE,94,EURINR02JUNE2394PE,EURINR2360294PE,EURINR 02JUN23 94 PE,02-06-2023,1,0.0025,94,,94
5,CDS,cde_fo,EURINR,1005,FUTCUR,XX,-1,EURINR23MAYFUT,EURINR23519FUT,EURINR 19MAY23 FUT,19-05-2023,1,0.0025,,,
6,CDS,cde_fo,EURUSD,1006,FUTCUR,XX,-1,EURUSD23JUNFUT,EURUSD23JUNFUT,EURUSD 27JUN23 FUT,27-06-2023,1,0.0001,,,
7,CDS,cde_fo,EURINR,1007,FUTCUR,XX,-1,EURINR23OCTFUT,EURINR23OCTFUT,EURINR 27OCT23 FUT,27-10-2023,1,0.0025,,,
8,CDS,cde_fo,11NSETEST,1009,FUTCUR,XX,-1,11NSETEST36DECFUT,11NSETEST36DFUT,11NSETEST 30DEC36 FUT,30-12-2036,1,0.0025,,,
9,CDS,cde_fo,EURINR,1010,FUTCUR,XX,-1,EURINR23JUNFUT,EURINR23616FUT,EURINR 16JUN23 FUT,16-06-2023,1,0.0025,,,
10,CDS,cde_fo,GBPINR,1011,OPTCUR,CE,93.75,GBPINR04MAY2393.75CE,GBPINR2350493.75CE,GBPINR 04MAY23 93.75 CE,04-05-2023,1,0.0025,93,75,93.75
11,CDS,cde_fo,EURINR,1012,OPTCUR,CE,94.25,EURINR02JUNE2394.25CE,EURINR2360294.25CE,EURINR 02JUN23 94.25 CE,02-06-2023,1,0.0025,94,25,94.25
12,CDS,cde_fo,GBPINR,1013,OPTCUR,PE,93.75,GBPINR04MAY2393.75PE,GBPINR2350493.75PE,GBPINR 04MAY23 93.75 PE,04-05-2023,1,0.0025,93,75,93.75
13,CDS,cde_fo,EURINR,1014,OPTCUR,PE,94.25,EURINR02JUNE2394.25PE,EURINR2360294.25PE,EURINR 02JUN23 94.25 PE,02-06-2023,1,0.0025,94,25,94.25
14,CDS,cde_fo,EURINR,1015,FUTCUR,XX,-1,EURINR24MARFUT,EURINR24MARFUT,EURINR 28MAR24 FUT,28-03-2024,1,0.0025,,,
15,CDS,cde_fo,GBPINR,1016,FUTCUR,XX,-1,GBPINR23JUNFUT,GBPINR23616FUT,GBPINR 16JUN23 FUT,16-06-2023,1,0.0025,,,
16,CDS,cde_fo,EURUSD,1017,FUTCUR,XX,-1,EURUSD24MARFUT,EURUSD24MARFUT,EURUSD 28MAR24 FUT,28-03-2024,1,0.0001,,,
17,CDS,cde_fo,EURINR,1018,OPTCUR,CE,93.25,EURINR26MAY2393.25CE,EURINR2352693.25CE,EURINR 26MAY23 93.25 CE,26-05-2023,1,0.0025,93,25,93.25
18,CDS,cde_fo,EURINR,1019,OPTCUR,PE,93.25,EURINR26MAY2393.25PE,EURINR2352693.25PE,EURINR 26MAY23 93.25 PE,26-05-2023,1,0.0025,93,25,93.25
19,CDS,cde_fo,EURINR,1020,OPTCUR,CE,83,EURINR28APRIL2383CE,EURINR2342883CE,EURINR 28APR23 83 CE,28-04-2023,1,0.0025,83,,83
20,CDS,cde_fo,EURUSD,1022,OPTCUR,CE,0.935,EURUSD27JUNE230.935CE,EURUSD23JUN0.935CE,EURUSD 27JUN23 0.935 CE,27-06-2023,1,0.0001,,935,.935
21,CDS,cde_fo,GBPINR,1023,OPTCUR,CE,95.75,GBPINR23JUNE2395.75CE,GBPINR2362395.75CE,GBPINR 23JUN23 95.75 CE,23-06-2023,1,0.0025,95,75,95.75
22,CDS,cde_fo,JPYINR,1024,OPTCUR,CE,56.5,JPYINR04MAY2356.5CE,JPYINR2350456.5CE,JPYINR 04MAY23 56.5 CE,04-05-2023,1,0.0025,56,5,56.5
23,CDS,cde_fo,EURUSD,1025,OPTCUR,PE,0.935,EURUSD27JUNE230.935PE,EURUSD23JUN0.935PE,EURUSD 27JUN23 0.935 PE,27-06-2023,1,0.0001,,935,.935
24,CDS,cde_fo,GBPINR,1026,OPTCUR,PE,95.75,GBPINR23JUNE2395.75PE,GBPINR2362395.75PE,GBPINR 23JUN23 95.75 PE,23-06-2023,1,0.0025,95,75,95.75
25,CDS,cde_fo,EURUSD,1027,FUTCUR,XX,-1,EURUSD23OCTFUT,EURUSD23OCTFUT,EURUSD 27OCT23 FUT,27-10-2023,1,0.0001,,,
26,CDS,cde_fo,GBPINR,1028,FUTCUR,XX,-1,GBPINR23OCTFUT,GBPINR23OCTFUT,GBPINR 27OCT23 FUT,27-10-2023,1,0.0025,,,
27,CDS,cde_fo,EURINR,1029,FUTCUR,XX,-1,EURINR24FEBFUT,EURINR24FEBFUT,EURINR 27FEB24 FUT,27-02-2024,1,0.0025,,,
28,CDS,cde_fo,GBPINR,1030,OPTCUR,CE,96,GBPINR23JUNE2396CE,GBPINR2362396CE,GBPINR 23JUN23 96 CE,23-06-2023,1,0.0025,96,,96
29,CDS,cde_fo,GBPINR,1031,OPTCUR,PE,96,GBPINR23JUNE2396PE,GBPINR2362396PE,GBPINR 23JUN23 96 PE,23-06-2023,1,0.0025,96,,96
30,CDS,cde_fo,GBPINR,1032,OPTCUR,CE,106.5,GBPINR12MAY23106.5CE,GBPINR23512106.5CE,GBPINR 12MAY23 106.5 CE,12-05-2023,1,0.0025,106,5,106.5
31,CDS,cde_fo,GBPINR,1033,OPTCUR,PE,106.5,GBPINR12MAY23106.5PE,GBPINR23512106.5PE,GBPINR 12MAY23 106.5 PE,12-05-2023,1,0.0025,106,5,106.5
32,CDS,cde_fo,GBPINR,1034,OPTCUR,CE,106.75,GBPINR12MAY23106.75CE,GBPINR23512106.75CE,GBPINR 12MAY23 106.75 CE,12-05-2023,1,0.0025,106,75,106.75
33,CDS,cde_fo,JPYINR,1035,OPTCUR,CE,55.25,JPYINR02JUNE2355.25CE,JPYINR2360255.25CE,JPYINR 02JUN23 55.25 CE,02-06-2023,1,0.0025,55,25,55.25
34,CDS,cde_fo,JPYINR,1036,OPTCUR,PE,55.25,JPYINR02JUNE2355.25PE,JPYINR2360255.25PE,JPYINR 02JUN23 55.25 PE,02-06-2023,1,0.0025,55,25,55.25
35,CDS,cde_fo,GBPINR,1037,OPTCUR,PE,106.75,GBPINR12MAY23106.75PE,GBPINR23512106.75PE,GBPINR 12MAY23 106.75 PE,12-05-2023,1,0.0025,106,75,106.75
36,CDS,cde_fo,EURUSD,1039,OPTCUR,CE,0.935,EURUSD26APRIL230.935CE,EURUSD23APR0.935CE,EURUSD 26APR23 0.935 CE,26-04-2023,1,0.0001,,935,.935
37,CDS,cde_fo,JPYINR,1040,OPTCUR,PE,56.5,JPYINR04MAY2356.5PE,JPYINR2350456.5PE,JPYINR 04MAY23 56.5 PE,04-05-2023,1,0.0025,56,5,56.5
38,CDS,cde_fo,EURUSD,1042,OPTCUR,PE,0.935,EURUSD26APRIL230.935PE,EURUSD23APR0.935PE,EURUSD 26APR23 0.935 PE,26-04-2023,1,0.0001,,935,.935
39,CDS,cde_fo,JPYINR,1043,OPTCUR,CE,56.75,JPYINR04MAY2356.75CE,JPYINR2350456.75CE,JPYINR 04MAY23 56.75 CE,04-05-2023,1,0.0025,56,75,56.75
40,CDS,cde_fo,GBPUSD,1044,OPTCUR,CE,1.095,GBPUSD27JUNE231.095CE,GBPUSD23JUN1.095CE,GBPUSD 27JUN23 1.095 CE,27-06-2023,1,0.0001,1,95,1.95
41,CDS,cde_fo,GBPINR,1045,FUTCUR,XX,-1,GBPINR23JUNFUT,GBPINR23JUNFUT,GBPINR 27JUN23 FUT,27-06-2023,1,0.0025,,,
42,CDS,cde_fo,EURUSD,1048,OPTCUR,CE,0.935,EURUSD29MAY230.935CE,EURUSD23MAY0.935CE,EURUSD 29MAY23 0.935 CE,29-05-2023,1,0.0001,,935,.935
43,CDS,cde_fo,GBPINR,1051,FUTCUR,XX,-1,GBPINR24MARFUT,GBPINR24MARFUT,GBPINR 28MAR24 FUT,28-03-2024,1,0.0025,,,
44,CDS,cde_fo,JPYINR,1054,OPTCUR,CE,55.25,JPYINR09JUNE2355.25CE,JPYINR2360955.25CE,JPYINR 09JUN23 55.25 CE,09-06-2023,1,0.0025,55,25,55.25
45,CDS,cde_fo,GBPUSD,1056,OPTCUR,PE,1.095,GBPUSD27JUNE231.095PE,GBPUSD23JUN1.095PE,GBPUSD 27JUN23 1.095 PE,27-06-2023,1,0.0001,1,95,1.95
46,CDS,cde_fo,GBPUSD,1057,FUTCUR,XX,-1,GBPUSD24MARFUT,GBPUSD24MARFUT,GBPUSD 28MAR24 FUT,28-03-2024,1,0.0001,,,
47,CDS,cde_fo,JPYINR,1058,OPTCUR,PE,55.25,JPYINR09JUNE2355.25PE,JPYINR2360955.25PE,JPYINR 09JUN23 55.25 PE,09-06-2023,1,0.0025,55,25,55.25
48,CDS,cde_fo,JPYINR,1059,FUTCUR,XX,-1,JPYINR24MARFUT,JPYINR24MARFUT,JPYINR 28MAR24 FUT,28-03-2024,1,0.0025,,,
49,CDS,cde_fo,USDINR,1060,FUTCUR,XX,-1,USDINR24MARFUT,USDINR24MARFUT,USDINR 28MAR24 FUT,28-03-2024,1,0.0025,,,
50,CDS,cde_fo,USDJPY,1061,FUTCUR,XX,-1,USDJPY24MARFUT,USDJPY24MARFUT,USDJPY 28MAR24 FUT,28-03-2024,1,0.01,,,
51,CDS,cde_fo,EURINR,1062,OPTCUR,CE,82.75,EURINR28MARCH2482.75CE,EURINR24MAR82.75CE,EURINR 28MAR24 82.75 CE,28-03-2024,1,0.0025,82,75,82.75
52,CDS,cde_fo,GBPINR,1063,OPTCUR,CE,106,GBPINR12MAY23106CE,GBPINR23512106CE,GBPINR 12MAY23 106 CE,12-05-2023,1,0.0025,106,,106
53,CDS,cde_fo,GBPUSD,1064,OPTCUR,CE,1.36,GBPUSD26APRIL231.36CE,GBPUSD23APR1.36CE,GBPUSD 26APR23 1.36 CE,26-04-2023,1,0.0001,1,36,1.36
54,CDS,cde_fo,GBPUSD,1065,OPTCUR,CE,1.1,GBPUSD27JUNE231.1CE,GBPUSD23JUN1.1CE,GBPUSD 27JUN23 1.1 CE,27-06-2023,1,0.0001,1,1,1.1
55,CDS,cde_fo,GBPINR,1066,OPTCUR,PE,106,GBPINR12MAY23106PE,GBPINR23512106PE,GBPINR 12MAY23 106 PE,12-05-2023,1,0.0025,106,,106
56,CDS,cde_fo,JPYINR,1067,OPTCUR,PE,56.75,JPYINR04MAY2356.75PE,JPYINR2350456.75PE,JPYINR 04MAY23 56.75 PE,04-05-2023,1,0.0025,56,75,56.75
57,CDS,cde_fo,USDINR,1068,OPTCUR,CE,88.75,USDINR04MAY2388.75CE,USDINR2350488.75CE,USDINR 04MAY23 88.75 CE,04-05-2023,1,0.0025,88,75,88.75
58,CDS,cde_fo,GBPINR,1069,OPTCUR,CE,106.25,GBPINR12MAY23106.25CE,GBPINR23512106.25CE,GBPINR 12MAY23 106.25 CE,12-05-2023,1,0.0025,106,25,106.25
59,CDS,cde_fo,GBPINR,1070,OPTCUR,PE,106.25,GBPINR12MAY23106.25PE,GBPINR23512106.25PE,GBPINR 12MAY23 106.25 PE,12-05-2023,1,0.0025,106,25,106.25
60,CDS,cde_fo,JPYINR,1071,OPTCUR,CE,55.75,JPYINR23JUNE2355.75CE,JPYINR2362355.75CE,JPYINR 23JUN23 55.75 CE,23-06-2023,1,0.0025,55,75,55.75
61,CDS,cde_fo,EURUSD,1072,OPTCUR,PE,0.935,EURUSD29MAY230.935PE,EURUSD23MAY0.935PE,EURUSD 29MAY23 0.935 PE,29-05-2023,1,0.0001,,935,.935
62,CDS,cde_fo,GBPINR,1073,OPTCUR,CE,93.25,GBPINR29MAY2393.25CE,GBPINR23MAY93.25CE,GBPINR 29MAY23 93.25 CE,29-05-2023,1,0.0025,93,25,93.25
63,CDS,cde_fo,USDINR,1074,OPTCUR,PE,88.75,USDINR04MAY2388.75PE,USDINR2350488.75PE,USDINR 04MAY23 88.75 PE,04-05-2023,1,0.0025,88,75,88.75
64,CDS,cde_fo,GBPINR,1075,OPTCUR,PE,93.25,GBPINR29MAY2393.25PE,GBPINR23MAY93.25PE,GBPINR 29MAY23 93.25 PE,29-05-2023,1,0.0025,93,25,93.25
65,CDS,cde_fo,USDJPY,1076,OPTCUR,CE,144.5,USDJPY26APRIL23144.5CE,USDJPY23APR144.5CE,USDJPY 26APR23 144.5 CE,26-04-2023,1,0.01,144,5,144.5
66,CDS,cde_fo,USDJPY,1077,OPTCUR,CE,147.5,USDJPY26APRIL23147.5CE,USDJPY23APR147.5CE,USDJPY 26APR23 147.5 CE,26-04-2023,1,0.01,147,5,147.5
67,CDS,cde_fo,GBPUSD,1078,OPTCUR,PE,1.36,GBPUSD26APRIL231.36PE,GBPUSD23APR1.36PE,GBPUSD 26APR23 1.36 PE,26-04-2023,1,0.0001,1,36,1.36
68,CDS,cde_fo,GBPUSD,1079,OPTCUR,PE,1.1,GBPUSD27JUNE231.1PE,GBPUSD23JUN1.1PE,GBPUSD 27JUN23 1.1 PE,27-06-2023,1,0.0001,1,1,1.1
69,CDS,cde_fo,GBPUSD,1080,FUTCUR,XX,-1,GBPUSD23JUNFUT,GBPUSD23JUNFUT,GBPUSD 27JUN23 FUT,27-06-2023,1,0.0001,,,
70,CDS,cde_fo,GBPUSD,1081,FUTCUR,XX,-1,GBPUSD23OCTFUT,GBPUSD23OCTFUT,GBPUSD 27OCT23 FUT,27-10-2023,1,0.0001,,,
71,CDS,cde_fo,EURINR,1083,OPTCUR,PE,82.75,EURINR28MARCH2482.75PE,EURINR24MAR82.75PE,EURINR 28MAR24 82.75 PE,28-03-2024,1,0.0025,82,75,82.75
72,CDS,cde_fo,JPYINR,1084,OPTCUR,PE,55.75,JPYINR23JUNE2355.75PE,JPYINR2362355.75PE,JPYINR 23JUN23 55.75 PE,23-06-2023,1,0.0025,55,75,55.75
73,CDS,cde_fo,EURINR,1085,OPTCUR,CE,85.75,EURINR26SEPTEMBER2385.75CE,EURINR23SEP85.75CE,EURINR 26SEP23 85.75 CE,26-09-2023,1,0.0025,85,75,85.75
74,CDS,cde_fo,GBPUSD,1086,OPTCUR,CE,1.36,GBPUSD27DECEMBER231.36CE,GBPUSD23DEC1.36CE,GBPUSD 27DEC23 1.36 CE,27-12-2023,1,0.0001,1,36,1.36
75,CDS,cde_fo,EURINR,1087,OPTCUR,CE,83,EURINR28MARCH2483CE,EURINR24MAR83CE,EURINR 28MAR24 83 CE,28-03-2024,1,0.0025,83,,83
76,CDS,cde_fo,USDJPY,1088,OPTCUR,PE,147.5,USDJPY26APRIL23147.5PE,USDJPY23APR147.5PE,USDJPY 26APR23 147.5 PE,26-04-2023,1,0.01,147,5,147.5
77,CDS,cde_fo,JPYINR,1089,FUTCUR,XX,-1,JPYINR23JUNFUT,JPYINR23616FUT,JPYINR 16JUN23 FUT,16-06-2023,1,0.0025,,,
78,CDS,cde_fo,USDJPY,1090,OPTCUR,PE,144.5,USDJPY26APRIL23144.5PE,USDJPY23APR144.5PE,USDJPY 26APR23 144.5 PE,26-04-2023,1,0.01,144,5,144.5
79,CDS,cde_fo,GBPINR,1091,OPTCUR,CE,106.5,GBPINR04MAY23106.5CE,GBPINR23504106.5CE,GBPINR 04MAY23 106.5 CE,04-05-2023,1,0.0025,106,5,106.5
80,CDS,cde_fo,EURINR,1093,FUTCUR,XX,-1,EURINR23DECFUT,EURINR23DECFUT,EURINR 27DEC23 FUT,27-12-2023,1,0.0025,,,
81,CDS,cde_fo,EURUSD,1094,FUTCUR,XX,-1,EURUSD23DECFUT,EURUSD23DECFUT,EURUSD 27DEC23 FUT,27-12-2023,1,0.0001,,,
82,CDS,cde_fo,JPYINR,1096,FUTCUR,XX,-1,JPYINR23OCTFUT,JPYINR23OCTFUT,JPYINR 27OCT23 FUT,27-10-2023,1,0.0025,,,
83,CDS,cde_fo,JPYINR,1098,FUTCUR,XX,-1,JPYINR23JUNFUT,JPYINR23JUNFUT,JPYINR 27JUN23 FUT,27-06-2023,1,0.0025,,,
84,CDS,cde_fo,USDINR,1099,FUTCUR,XX,-1,USDINR23OCTFUT,USDINR23OCTFUT,USDINR 27OCT23 FUT,27-10-2023,1,0.0025,,,
85,CDS,cde_fo,GBPINR,1101,OPTCUR,PE,106.5,GBPINR04MAY23106.5PE,GBPINR23504106.5PE,GBPINR 04MAY23 106.5 PE,04-05-2023,1,0.0025,106,5,106.5
86,CDS,cde_fo,USDINR,1102,FUTCUR,XX,-1,USDINR23JUNFUT,USDINR23JUNFUT,USDINR 27JUN23 FUT,27-06-2023,1,0.0025,,,
87,CDS,cde_fo,JPYINR,1103,OPTCUR,CE,56,JPYINR23JUNE2356CE,JPYINR2362356CE,JPYINR 23JUN23 56 CE,23-06-2023,1,0.0025,56,,56
88,CDS,cde_fo,EURINR,1104,OPTCUR,PE,83,EURINR28MARCH2483PE,EURINR24MAR83PE,EURINR 28MAR24 83 PE,28-03-2024,1,0.0025,83,,83
89,CDS,cde_fo,EURUSD,1105,OPTCUR,CE,1.205,EURUSD27JUNE231.205CE,EURUSD23JUN1.205CE,EURUSD 27JUN23 1.205 CE,27-06-2023,1,0.0001,1,205,1.205
90,CDS,cde_fo,EURINR,1106,OPTCUR,PE,94.75,EURINR26APRIL2394.75PE,EURINR23APR94.75PE,EURINR 26APR23 94.75 PE,26-04-2023,1,0.0025,94,75,94.75
91,CDS,cde_fo,EURUSD,1107,OPTCUR,PE,1.205,EURUSD27JUNE231.205PE,EURUSD23JUN1.205PE,EURUSD 27JUN23 1.205 PE,27-06-2023,1,0.0001,1,205,1.205
92,CDS,cde_fo,EURUSD,1108,OPTCUR,CE,1.21,EURUSD26APRIL231.21CE,EURUSD23APR1.21CE,EURUSD 26APR23 1.21 CE,26-04-2023,1,0.0001,1,21,1.21
93,CDS,cde_fo,EURINR,1109,FUTCUR,XX,-1,EURINR23NOVFUT,EURINR23NOVFUT,EURINR 28NOV23 FUT,28-11-2023,1,0.0025,,,
94,CDS,cde_fo,EURUSD,1110,OPTCUR,CE,1.205,EURUSD26SEPTEMBER231.205CE,EURUSD23SEP1.205CE,EURUSD 26SEP23 1.205 CE,26-09-2023,1,0.0001,1,205,1.205
95,CDS,cde_fo,EURUSD,1111,OPTCUR,PE,1.205,EURUSD26SEPTEMBER231.205PE,EURUSD23SEP1.205PE,EURUSD 26SEP23 1.205 PE,26-09-2023,1,0.0001,1,205,1.205
96,CDS,cde_fo,GBPINR,1112,FUTCUR,XX,-1,GBPINR23DECFUT,GBPINR23DECFUT,GBPINR 27DEC23 FUT,27-12-2023,1,0.0025,,,
97,CDS,cde_fo,EURUSD,1113,OPTCUR,CE,1.205,EURUSD27DECEMBER231.205CE,EURUSD23DEC1.205CE,EURUSD 27DEC23 1.205 CE,27-12-2023,1,0.0001,1,205,1.205
98,CDS,cde_fo,EURUSD,1114,OPTCUR,PE,1.205,EURUSD27DECEMBER231.205PE,EURUSD23DEC1.205PE,EURUSD 27DEC23 1.205 PE,27-12-2023,1,0.0001,1,205,1.205
99,CDS,cde_fo,GBPUSD,1117,FUTCUR,XX,-1,GBPUSD23DECFUT,GBPUSD23DECFUT,GBPUSD 27DEC23 FUT,27-12-2023,1,0.0001,,,
100,CDS,cde_fo,JPYINR,1118,OPTCUR,CE,55.25,JPYINR16JUNE2355.25CE,JPYINR2361655.25CE,JPYINR 16JUN23 55.25 CE,16-06-2023,1,0.0025,55,25,55.25
101,CDS,cde_fo,JPYINR,1119,OPTCUR,PE,56,JPYINR23JUNE2356PE,JPYINR2362356PE,JPYINR 23JUN23 56 PE,23-06-2023,1,0.0025,56,,56
102,CDS,cde_fo,GBPUSD,1120,OPTCUR,PE,1.36,GBPUSD27DECEMBER231.36PE,GBPUSD23DEC1.36PE,GBPUSD 27DEC23 1.36 PE,27-12-2023,1,0.0001,1,36,1.36
103,CDS,cde_fo,JPYINR,1121,OPTCUR,PE,55.25,JPYINR16JUNE2355.25PE,JPYINR2361655.25PE,JPYINR 16JUN23 55.25 PE,16-06-2023,1,0.0025,55,25,55.25
104,CDS,cde_fo,EURUSD,1122,OPTCUR,PE,1.21,EURUSD26APRIL231.21PE,EURUSD23APR1.21PE,EURUSD 26APR23 1.21 PE,26-04-2023,1,0.0001,1,21,1.21
105,CDS,cde_fo,USDJPY,1123,OPTCUR,CE,147.5,USDJPY29MAY23147.5CE,USDJPY23MAY147.5CE,USDJPY 29MAY23 147.5 CE,29-05-2023,1,0.01,147,5,147.5
106,CDS,cde_fo,EURINR,1124,OPTCUR,CE,83.25,EURINR28MARCH2483.25CE,EURINR24MAR83.25CE,EURINR 28MAR24 83.25 CE,28-03-2024,1,0.0025,83,25,83.25
107,CDS,cde_fo,EURINR,1125,OPTCUR,PE,83.25,EURINR28MARCH2483.25PE,EURINR24MAR83.25PE,EURINR 28MAR24 83.25 PE,28-03-2024,1,0.0025,83,25,83.25
108,CDS,cde_fo,EURINR,1126,OPTCUR,PE,83,EURINR28APRIL2383PE,EURINR2342883PE,EURINR 28APR23 83 PE,28-04-2023,1,0.0025,83,,83
109,CDS,cde_fo,JPYINR,1129,OPTCUR,CE,55.25,JPYINR23JUNE2355.25CE,JPYINR2362355.25CE,JPYINR 23JUN23 55.25 CE,23-06-2023,1,0.0025,55,25,55.25
110,CDS,cde_fo,EURINR,1130,OPTCUR,CE,83.25,EURINR28APRIL2383.25CE,EURINR2342883.25CE,EURINR 28APR23 83.25 CE,28-04-2023,1,0.0025,83,25,83.25
111,CDS,cde_fo,GBPINR,1133,OPTCUR,CE,106.75,GBPINR04MAY23106.75CE,GBPINR23504106.75CE,GBPINR 04MAY23 106.75 CE,04-05-2023,1,0.0025,106,75,106.75
112,CDS,cde_fo,USDINR,1134,FUTCUR,XX,-1,USDINR23JUNFUT,USDINR23616FUT,USDINR 16JUN23 FUT,16-06-2023,1,0.0025,,,
113,CDS,cde_fo,USDJPY,1136,OPTCUR,PE,147.5,USDJPY29MAY23147.5PE,USDJPY23MAY147.5PE,USDJPY 29MAY23 147.5 PE,29-05-2023,1,0.01,147,5,147.5
114,CDS,cde_fo,EURINR,1140,OPTCUR,PE,85.75,EURINR26SEPTEMBER2385.75PE,EURINR23SEP85.75PE,EURINR 26SEP23 85.75 PE,26-09-2023,1,0.0025,85,75,85.75
115,CDS,cde_fo,EURINR,1141,OPTCUR,CE,86,EURINR26SEPTEMBER2386CE,EURINR23SEP86CE,EURINR 26SEP23 86 CE,26-09-2023,1,0.0025,86,,86
116,CDS,cde_fo,EURINR,1143,FUTCUR,XX,-1,EURINR23MAYFUT,EURINR23MAYFUT,EURINR 29MAY23 FUT,29-05-2023,1,0.0025,,,
117,CDS,cde_fo,GBPINR,1144,OPTCUR,PE,106.75,GBPINR04MAY23106.75PE,GBPINR23504106.75PE,GBPINR 04MAY23 106.75 PE,04-05-2023,1,0.0025,106,75,106.75
118,CDS,cde_fo,JPYINR,1147,FUTCUR,XX,-1,JPYINR23DECFUT,JPYINR23DECFUT,JPYINR 27DEC23 FUT,27-12-2023,1,0.0025,,,
119,CDS,cde_fo,GBPINR,1148,OPTCUR,CE,107,GBPINR04MAY23107CE,GBPINR23504107CE,GBPINR 04MAY23 107 CE,04-05-2023,1,0.0025,107,,107
120,CDS,cde_fo,EURINR,1149,FUTCUR,XX,-1,EURINR23JUNFUT,EURINR23630FUT,EURINR 30JUN23 FUT,30-06-2023,1,0.0025,,,
121,CDS,cde_fo,USDINR,1151,FUTCUR,XX,-1,USDINR23DECFUT,USDINR23DECFUT,USDINR 27DEC23 FUT,27-12-2023,1,0.0025,,,
122,CDS,cde_fo,GBPINR,1152,FUTCUR,XX,-1,GBPINR23JUNFUT,GBPINR23630FUT,GBPINR 30JUN23 FUT,30-06-2023,1,0.0025,,,
123,CDS,cde_fo,EURINR,1153,FUTCUR,XX,-1,EURINR23JULFUT,EURINR23JULFUT,EURINR 27JUL23 FUT,27-07-2023,1,0.0025,,,
124,CDS,cde_fo,GBPINR,1154,OPTCUR,CE,89.25,GBPINR27JUNE2389.25CE,GBPINR23JUN89.25CE,GBPINR 27JUN23 89.25 CE,27-06-2023,1,0.0025,89,25,89.25
125,CDS,cde_fo,GBPINR,1155,OPTCUR,PE,89.25,GBPINR27JUNE2389.25PE,GBPINR23JUN89.25PE,GBPINR 27JUN23 89.25 PE,27-06-2023,1,0.0025,89,25,89.25
126,CDS,cde_fo,JPYINR,1156,OPTCUR,PE,55.25,JPYINR23JUNE2355.25PE,JPYINR2362355.25PE,JPYINR 23JUN23 55.25 PE,23-06-2023,1,0.0025,55,25,55.25
127,CDS,cde_fo,JPYINR,1157,OPTCUR,CE,55.25,JPYINR30JUNE2355.25CE,JPYINR2363055.25CE,JPYINR 30JUN23 55.25 CE,30-06-2023,1,0.0025,55,25,55.25
128,CDS,cde_fo,GBPINR,1159,OPTCUR,CE,107,GBPINR21APRIL23107CE,GBPINR23421107CE,GBPINR 21APR23 107 CE,21-04-2023,1,0.0025,107,,107
129,CDS,cde_fo,JPYINR,1160,OPTCUR,PE,55.25,JPYINR30JUNE2355.25PE,JPYINR2363055.25PE,JPYINR 30JUN23 55.25 PE,30-06-2023,1,0.0025,55,25,55.25
130,CDS,cde_fo,GBPINR,1162,OPTCUR,PE,107,GBPINR04MAY23107PE,GBPINR23504107PE,GBPINR 04MAY23 107 PE,04-05-2023,1,0.0025,107,,107
131,CDS,cde_fo,JPYINR,1163,FUTCUR,XX,-1,JPYINR23JUNFUT,JPYINR23630FUT,JPYINR 30JUN23 FUT,30-06-2023,1,0.0025,,,
132,CDS,cde_fo,JPYINR,1164,OPTCUR,CE,55.25,JPYINR28MARCH2455.25CE,JPYINR24MAR55.25CE,JPYINR 28MAR24 55.25 CE,28-03-2024,1,0.0025,55,25,55.25
133,CDS,cde_fo,EURUSD,1165,FUTCUR,XX,-1,EURUSD23JULFUT,EURUSD23JULFUT,EURUSD 27JUL23 FUT,27-07-2023,1,0.0001,,,
134,CDS,cde_fo,GBPINR,1167,FUTCUR,XX,-1,GBPINR23JULFUT,GBPINR23JULFUT,GBPINR 27JUL23 FUT,27-07-2023,1,0.0025,,,
135,CDS,cde_fo,EURINR,1168,OPTCUR,CE,83.5,EURINR28MARCH2483.5CE,EURINR24MAR83.5CE,EURINR 28MAR24 83.5 CE,28-03-2024,1,0.0025,83,5,83.5
136,CDS,cde_fo,USDJPY,1169,OPTCUR,CE,148.5,USDJPY27JUNE23148.5CE,USDJPY23JUN148.5CE,USDJPY 27JUN23 148.5 CE,27-06-2023,1,0.01,148,5,148.5
137,CDS,cde_fo,USDJPY,1172,OPTCUR,PE,148.5,USDJPY27JUNE23148.5PE,USDJPY23JUN148.5PE,USDJPY 27JUN23 148.5 PE,27-06-2023,1,0.01,148,5,148.5
138,CDS,cde_fo,GBPINR,1173,OPTCUR,CE,107,GBPINR12MAY23107CE,GBPINR23512107CE,GBPINR 12MAY23 107 CE,12-05-2023,1,0.0025,107,,107
139,CDS,cde_fo,GBPINR,1174,OPTCUR,PE,107,GBPINR12MAY23107PE,GBPINR23512107PE,GBPINR 12MAY23 107 PE,12-05-2023,1,0.0025,107,,107
